Title,Image URL,Synopsis,Genres,Released Year,Status,Other Names,Total Episodes
Koukyoushihen Eureka Seven: Hi-Evolution 1 (Dub),https://gogocdn.net/cover/koukyoushihen-eureka-seven-hi-evolution-1-dub.png,Plot Summary: ,"adventure, drama, mecha, sci-fi",2017,Completed,交響詩篇エウレカセブン ハイエボリューション 1,1
Koukyuu no Karasu,https://gogocdn.net/cover/koukyuu-no-karasu-1664388903.png,Plot Summary: ,"fantasy, historical",2022,Completed,Kokyu no Karasu; 後宮の烏,13
Koukyuu no Karasu (Dub),https://gogocdn.net/cover/koukyuu-no-karasu-dub.png,Plot Summary: ,"dub, fantasy, historical",2022,Completed,"Raven of the Inner Palace, 後宮の烏",13
Koume-chan ga Iku!,https://gogocdn.net/cover/koume-chan-ga-iku.png,Plot Summary: ,"comedy, romance, slice-of-life",1999,Completed,"Here Comes Koume, 小梅ちゃんが行く!!",12
Kouryaku Wanted!: Isekai Sukuimasu!?,https://gogocdn.net/cover/kouryaku-wanted-isekai-sukuimasu.png,Plot Summary: ,"comedy, fantasy, isekai",2022,Completed,"Zanting! Rang Wo Cha Gonglue, Pause! Let Me Check the Walkthrough First, 攻略うぉんてっど！～異世界救います!?～",12
Kouryuu Densetsu Villgust,https://gogocdn.net/cover/kouryuu-densetsu-villgust.png,Plot Summary: ,"action, adventure, comedy, fantasy, romance",1993,Completed,"Armed Dragon Fantasy Villgust, 甲竜伝説ヴィルガスト",2
Kouryuu no Mimi: Mina no Shou,https://gogocdn.net/cover/kouryuu-no-mimi-mina-no-shou.png,Plot Summary: ,"action, drama, super-power",1995,Completed,"Koryu no Mimi, Ear of the Yellow Dragon, Ear of the Golden Dragon, 黄龍の耳",2
Kousoku Denjin Albegus,https://gogocdn.net/cover/kousoku-denjin-albegus.png,Plot Summary: ,mecha,1983,Completed,"Lightspeed ElectroGod Albegas, Voltron II, Voltron of the Middle Universe, Light-Speed Electro-God Albegus, 光速電神アルベガス",3
Koutetsu Jeeg,https://gogocdn.net/cover/koutetsu-jeeg.png,Plot Summary: ,"action, demons, mecha, sci-fi, shounen",1975,Completed,"Kotetsu Jeeg, Steel Jeeg, Zieg, 鋼鉄ジーグ",46
Koutetsu Sangokushi,https://gogocdn.net/cover/koutetsu-sangokushi.png,Plot Summary: ,"adventure, historical, shounen",2007,Completed,鋼鉄三国志,25
Koutetsujou no Kabaneri,https://gogocdn.net/cover/koutetsujou-no-kabaneri.jpg,Plot Summary: ,"action, demons, supernatural",2016,Completed,"Kabaneri of the Iron Fortress, 甲鉄城のカバネリ",12
Koutetsujou no Kabaneri (Dub),https://gogocdn.net/cover/koutetsujou-no-kabaneri-dub.png,Plot Summary: ,"action, drama, fantasy, horror, supernatural",2016,Completed,"Kabaneri of the Iron Fortress, 甲鉄城のカバネリ",12
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,https://gogocdn.net/cover/koutetsujou-no-kabaneri-movie-1-tsudou-hikari.png,Plot Summary: ,"action, drama, fantasy, horror, supernatural",2016,Completed,"Kabaneri of the Iron Fortress Recap 1: Gathering Light, 甲鉄城のカバネリ 総集編｛前編｝集う光",1
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,https://gogocdn.net/cover/koutetsujou-no-kabaneri-movie-2-moeru-inochi.png,Plot Summary: ,"action, drama, fantasy, horror, supernatural",2017,Completed,"Kabaneri of the Iron Fortress Recap 2: Burning Life, 甲鉄城のカバネリ 総集編｛後編｝燃える命",1
Koutetsujou no Kabaneri: Unato Kessen,https://gogocdn.net/cover/outetsujou-no-kabaneri-unato-kessen.png,Plot Summary: ,"action, drama, fantasy, horror, supernatural",2019,Completed,甲鉄城のカバネリ~海門決戦~ ; Kabaneri of the Iron Fortress: The Battle of Unato,3
Koutetsujou no Kabaneri: Unato Kessen (Dub),https://gogocdn.net/cover/koutetsujou-no-kabaneri-unato-kessen-dub.png,Plot Summary: ,"action, drama, fantasy, horror, supernatural",2019,Completed,"Kabaneri of the Iron Fortress: The Battle of Unato, 甲鉄城のカバネリ～海門決戦～",3
Kouya no Kotobuki Hikoutai,https://gogocdn.net/cover/kouya-no-kotobuki-hikoutai.png,Plot Summary: ,"action, adventure, military",2019,Completed,"Kotobuki: The Wasteland Squadron, 荒野のコトブキ飛行隊",12
Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,https://gogocdn.net/cover/kouya-no-kotobuki-hikoutai-gaiden-oozora-no-harukaze-hikoutai.png,Plot Summary: ,"action, adventure, military",2019,Ongoing,荒野のコトブキ飛行隊 外伝 大空のハルカゼ飛行隊,2
Kouya no Kotobuki Hikoutai Kanzenban,https://gogocdn.net/cover/kouya-no-kotobuki-hikoutai-kanzenban.png,Plot Summary: ,"action, adventure, military",2020,Completed,"The Magnificent Kotobuki, The Kotobuki Squadron in the Wilderness, 荒野のコトブキ飛行隊 完全版",1
Kowabon,https://gogocdn.net/images/upload/74465.jpg,Plot Summary: ,horror,2015,Completed,こわぼん,13
Kowarekake no Orgol,https://gogocdn.net/images/anime/K/Kowarekake-no-Orgol.jpg,Plot Summary: ,"drama, music, sci-fi, slice-of-life",2009,Completed,こわれかけのオルゴール,1
Kowarekake no Orgol Special,https://gogocdn.net/images/o.jpg,Plot Summary: ,"drama, music, sci-fi, seinen, slice-of-life",2010,Completed,こわれかけのオルゴール,1
Koyomi History,https://gogocdn.net/cover/koyomi-history.png,Plot Summary: ,comedy,2016,Completed,こよみヒストリー,1
Koyomimonogatari,https://gogocdn.net/images/upload/180272.jpg,Plot Summary: ,"comedy, mystery, supernatural",2016,Completed,暦物語,12
Kremlin,https://gogocdn.net/cover/kremlin.png,Plot Summary: ,"comedy, seinen",2012,Completed,クレムリン,5
Kryptonian Big Brother,https://gogocdn.net/cover/kryptonian-big-brother-1683598328.png,Plot Summary: ,"action, adventure, romance",2023,Ongoing,"氪金大佬 
                           Ke Jin Da Lao 
                           Super Gold System 
                           Kypton King",1
Kryptonite for Immortal Cultivation Only,https://gogocdn.net/cover/kryptonite-for-immortal-cultivation-only.png,Plot Summary: ,"action, drama, fantasy, martial-arts, shounen",2024,Ongoing,"Ke Dan Xiuxian Zhi Gou Changsheng, Immortal Cultivation With Pills Paid by Cash Will Only Lead to Immortality, Kè Dān Xiūxiān Zhǐ Gǒu Chángshēng, 氪丹修仙只苟长生, Kryptonite for Immortal Cultivation Only",22
Kuang Shen Mo Zun,https://gogocdn.net/cover/kuang-shen-mo-zun.png,Plot Summary: ,"fantasy, historical",2021,Completed,"Mad Demon Lord, 狂神魔尊",62
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,https://gogocdn.net/cover/kubikiri-cycle-aoiro-savant-to-zaregototsukai.png,Plot Summary: ,"action, drama, mystery, supernatural",2016,Completed,"Zaregoto Series, クビキリサイクル 青色サヴァンと戯言遣い",8
Kubo-san wa Mob wo Yurusanai,https://gogocdn.net/cover/kubo-san-wa-mob-wo-yurusanai-1670555914.png,Plot Summary: ,"comedy, romance, school, seinen",2023,Completed,"Kubo Won't Let Me Be Invisible; Kubo-san wa Boku wo Yurusanai, Kubo-san Doesn't Leave Me Be (a Mob); 久保さんは僕を許さない",12
Kud Wafter,https://gogocdn.net/cover/kud-wafter.png,Plot Summary: ,"comedy, romance, school",2020,Completed,クドわふたー,1
Kui Cheng Shoufu Cong Youxi Kaishi,https://gogocdn.net/cover/kui-cheng-shoufu-cong-youxi-kaishi.png,Plot Summary: ,"comedy, fantasy",2024,Ongoing,"he Richest Man In Game, Losing Money to Be a Tycoon, 亏成首富从游戏开始",16
Kuiba II: Dazhan Yuan Yang Jie,https://gogocdn.net/cover/kuiba-ii-dazhan-yuan-yang-jie.png,Plot Summary: ,"action, adventure, fantasy, kids",2013,Completed,"Kuiba 2: Battle of Yuan Yang World, Kuiba 2, 魁拔II：大战元泱界",1
Kuiba III: Zhanshen Jueqi,https://gogocdn.net/cover/kuiba-iii-zhanshen-jueqi.png,Plot Summary: ,"action, adventure, fantasy, kids",2014,Completed,"Kuiba 3: Mars Rising, God of War Rising, Ares Rise, Kuiba 3, 魁拔III：战神崛起",1
Kuiba Zhi Shu Tu,https://gogocdn.net/cover/kuiba-zhi-shu-tu.png,Plot Summary: ,"adventure, fantasy",2021,Completed,魁拔之殊途,7
Kuiba: Zhi Shiwanhuoji,https://gogocdn.net/cover/kuiba-zhi-shiwanhuoji.png,Plot Summary: ,"action, adventure, fantasy, kids",2011,Completed,"Kuiba, Kuiba: The Urgent, 魁拔之十万火急",1
Kujakuou,https://gogocdn.net/cover/kujakuou.png,Plot Summary: ,"action, demons, horror",1988,Completed,"Spirit Warrior, 孔雀王",3
Kujakuou (Dub),https://gogocdn.net/cover/kujakuou.png,Plot Summary: ,"action, demons, horror",1988,Completed,"Spirit Warrior, 孔雀王",3
Kujibiki Unbalance,https://gogocdn.net/images/anime/K/Kujibiki-Unbalance.jpg,Plot Summary: ,"comedy, romance",2006,Completed,くじびきアンバランス,12
Kujibiki Unbalance (Dub),https://gogocdn.net/cover/kujibiki-unbalance-dub.png,Plot Summary: ,"comedy, romance, school",2004,Completed,くじびきアンバランス,3
Kujibiki Unbalance OVA,https://gogocdn.net/images/anime/K/Kujibiki-Unbalance-OVA.jpg,Plot Summary: ,"comedy, romance",2004,Completed,くじびきアンバランス,3
Kujibiki♥Unbalance (TV) (Dub),https://gogocdn.net/cover/kujibikiunbalance-tv-dub.png,Plot Summary: ,"comedy, romance, school",2006,Completed,"Kujian, Kujibiki♥Unbalance (2006), Kujibiki♥Unbalance (TV), くじびき♥アンバランス",12
Kujira no Josephina,https://gogocdn.net/cover/kujira-no-josephina.png,Plot Summary: ,"adventure, fantasy",1979,Completed,くじらのホセフィーナ,0
Kujira no Kora wa Sajou ni Utau,https://gogocdn.net/cover/kujira-no-kora-wa-sajou-ni-utau.png,Plot Summary: ,"drama, fantasy, mystery, sci-fi, shoujo",2017,Completed,"Children of the Whales, クジラの子らは砂上に歌う",12
Kujira no Kora wa Sajou ni Utau (Dub),https://gogocdn.net/cover/kujira-no-kora-wa-sajou-ni-utau-dub.png,Plot Summary: ,"drama, fantasy, mystery, sci-fi, shoujo",2017,Completed,"Children of the Whales,Whale Calves Sing on the Sand, Tales of the Wales Calves, クジラの子らは砂上に歌う",12
Kuma Kuma Kuma Bear,https://gogocdn.net/cover/kuma-kuma-kuma-bear.png,Plot Summary: ,"adventure, comedy, fantasy",2020,Completed,"The Bears Bear a Bare Kuma, くま クマ 熊 ベアー",12
Kuma Kuma Kuma Bear (Dub),https://gogocdn.net/cover/kuma-kuma-kuma-bear-dub.png,Plot Summary: ,"adventure, comedy, fantasy",2020,Completed,くま クマ 熊 ベアー,12
Kuma Kuma Kuma Bear Punch!,https://gogocdn.net/cover/kuma-kuma-kuma-bear-2nd-season-1680123171.png,Plot Summary: ,"adventure, comedy, fantasy, isekai",2023,Completed,"Kuma Kuma Kuma Bear 2nd Season, The Bears Bear a Bare Kuma 2nd Season ; くまクマ熊ベアーぱーんち！",12
Kuma Kuma Kuma Bear Punch! (Dub),https://gogocdn.net/cover/kuma-kuma-kuma-bear-punch-dub.png,Plot Summary: ,"adventure, comedy, dub, fantasy, isekai",2023,Completed,くまクマ熊ベアーぱーんち！,12
Kuma Miko,https://gogocdn.net/cover/kuma-miko.jpg,Plot Summary: ,"comedy, seinen",2016,Completed,"Kumamiko: Girl Meets Bear, くまみこ",12
Kuma Miko Specials,https://gogocdn.net/cover/kuma-miko-specials.jpg,Plot Summary: ,"comedy, seinen",2016,Completed,"Girl meets Bear Specials, くまみこ",1
Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,https://gogocdn.net/cover/kuma-no-gakkou-patissier-jackie-to-ohisama-no-sweets.png,Plot Summary: ,"comedy, kids",2017,Completed,映画くまのがっこう パティシエ・ジャッキーとおひさまのスイーツ,1
Kumichou Musume to Sewagakari,https://gogocdn.net/cover/kumichou-musume-to-sewagakari.png,Plot Summary: ,"comedy, slice-of-life",2022,Completed,組長娘と世話係 ; The Yakuza's Guide to Babysitting; Kumichō Musume to Sewagakari,12
Kumichou Musume to Sewagakari (Dub),https://gogocdn.net/cover/kumichou-musume-to-sewagakari-dub.png,Plot Summary: ,"dub, slice-of-life",2022,Completed,"The Yakuza's Guide to Babysitting, 組長娘と世話係",12
"Kumo Desu ga, Nani ka?",https://gogocdn.net/cover/kumo-desu-ga-nani-ka.png,Plot Summary: ,"adventure, comedy, fantasy",2021,Completed,"So I'm a Spider, So What?, 蜘蛛ですが、なにか？",24
"Kumo Desu ga, Nani ka? (Dub)",https://gogocdn.net/cover/kumo-desu-ga-nani-ka-dub.png,Plot Summary: ,"adventure, comedy, fantasy",2021,Completed,"So I'm a Spider, So What?, 蜘蛛ですが、なにか？",24
Kumo to Tulip,https://gogocdn.net/cover/kumo-to-tulip.png,Plot Summary: ,adventure,1943,Completed,The Spider and the Tulip,1
Kung Fu Masters of the Zodiac Season 3 (Dub),https://gogocdn.net/cover/kung-fu-masters-of-the-zodiac-season-3.png,Plot Summary: ,kids,2013,Completed,,50
Kung Fu Masters of the Zodiac: Origins of the Twelve (Dub),https://gogocdn.net/cover/cinematerial-kung-fu-masters-of-the-zodiac-origins-of-the-twelve-dub.png,Plot Summary: ,kids,2012,Completed,,52
Kung Fu Mulan (2020) (Dub),https://gogocdn.net/cover/kung-fu-mulan-2020-dub.png,Plot Summary: ,"action, adventure, family",2020,Completed,,1
Kung Fu Panda (Dub),https://gogocdn.net/cover/kung-fu-panda-dub.png,Plot Summary: ,"action, adventure",2008,Completed,,1
Kung Fu Panda 2 (Dub),https://gogocdn.net/cover/kung-fu-panda-2-dub.png,Plot Summary: ,"action, adventure, comedy, drama, family",2011,Completed,,1
Kung Fu Panda 3 (Dub),https://gogocdn.net/cover/kung-fu-panda-3-dub.png,Plot Summary: ,"action, adventure, comedy, drama, family",2016,Completed,,1
Kunoichi Tsubaki no Mune no Uchi,https://gogocdn.net/cover/kunoichi-tsubaki-no-mune-no-uchi.png,Plot Summary: ,"comedy, shounen",2022,Completed,"In the Heart of Kunoichi Tsubaki, くノ一ツバキの胸の内",13
Kurage no Shokudou,https://gogocdn.net/cover/kurage-no-shokudou.jpg,Plot Summary: ,"drama, romance, slice-of-life",2016,Completed,クラゲの食堂,1
Kuragehime,https://gogocdn.net/images/anime/K/Kuragehime.jpg,Plot Summary: ,"comedy, josei",2010,Completed,"Princess Jellyfish, 海月姫, Kuragehime",11
Kuragehime (Dub),https://gogocdn.net/cover/kuragehime-dub.png,Plot Summary: ,"comedy, josei, slice-of-life",2010,Completed,"Princess Jellyfish, 海月姫, Kuragehime",11
Kuragehime: Soreike! Amars Tankentai,https://gogocdn.net/cover/kuragehime-soreike-amars-tankentai.png,Plot Summary: ,"adventure, comedy, josei",2010,Completed,"Princess Jellyfish: Nun Expedition, それいけ！尼～ず探検隊",6
Kuramerukagari,https://gogocdn.net/cover/kuramerukagari.png,Plot Summary: ,"detective, mystery, sci-fi, suspense",2024,Completed,クラメルカガリ,1
Kurau Phantom Memory (Dub),https://gogocdn.net/cover/kurau-phantom-memory-dub.png,Plot Summary: ,"action, drama, sci-fi, space, super-power",2004,Completed,クラウ ファントムメモリー,24
Kurayami Santa,https://gogocdn.net/images/upload/74464.jpg,Plot Summary: ,"historical, supernatural",2015,Completed,暗闇三太,14
Kurayukaba,https://gogocdn.net/cover/kurayukaba.png,Plot Summary: ,"detective, mystery, sci-fi, suspense",2024,Completed,クラユカバ,1
Kurenai,https://gogocdn.net/images/anime/K/Kurenai.jpg,Plot Summary: ,"comedy, drama, martial-arts",2008,Completed,紅,12
Kurenai no Buta (Dub),https://gogocdn.net/cover/kurenai-no-buta-dub.png,Plot Summary: ,"action, adventure, comedy, drama, historical, military, romance",1992,Completed,"Porco Rosso, The Scarlet Pig, 紅の豚",1
Kurenai OVA,https://gogocdn.net/images/anime/K/Kurenai-OVA.jpg,Plot Summary: ,"action, comedy",2010,Completed,紅 OVA,2
Kurenai Sanshirou,https://gogocdn.net/cover/kurenai-sanshirou.png,Plot Summary: ,"action, martial-arts, sports",1969,Completed,"Judo Boy, 紅三四郎",26
Kuro no Shoukanshi,https://gogocdn.net/cover/kuro-no-shoukanshi.png,Plot Summary: ,"action, fantasy",2022,Completed,"Black Summoner, The Berserker Rises to Greatness ;  黒の召喚士 ; Kuro no Shōkanshi",12
Kuro no Shoukanshi (Dub),https://gogocdn.net/cover/kuro-no-shoukanshi-dub.png,Plot Summary: ,"action, fantasy",2022,Completed,"Black Summoner, 黒の召喚士",12
Kurogane Communication,https://gogocdn.net/cover/kurogane-communication.png,Plot Summary: ,"action, adventure, drama, sci-fi",1998,Completed,"Tetsu Komyunikeishon, Iron Communication, kc, kurocomm, 鉄コミュニケイション",24
Kurogane Communication (Dub),https://gogocdn.net/cover/kurogane-communication-dub.png,Plot Summary: ,"action, adventure, drama, sci-fi",1998,Completed,鉄コミュニケイション,24
Kurogane no Linebarrels (Dub),https://gogocdn.net/cover/kurogane-no-linebarrels-dub.png,Plot Summary: ,"action, mecha, sci-fi",2008,Completed,鉄のラインバレル,24
Kurogane no Linebarrels Specials (Dub),https://gogocdn.net/cover/kurogane-no-linebarrels-specials-dub.png,Plot Summary: ,"action, comedy, ecchi, mecha",2009,Completed,鉄のラインバレル,2
Kuroi Ame ni Utarete,https://gogocdn.net/cover/kuroi-ame-ni-utarete.png,Plot Summary: ,"drama, historical, seinen, slice-of-life",1984,Completed,"Beaten by Black Rain, Struck by Black Rain, 黒い雨に打たれて",1
Kuroi Neko,https://gogocdn.net/cover/kuroi-neko.png,Plot Summary: ,"avant-garde, music, pets",2015,Completed,"A Black Cat, 黒い猫",1
Kurokami OVA (Dub),https://gogocdn.net/cover/kurokami-ova-dub.png,Plot Summary: ,"action, martial-arts, super-power",2009,Completed,"黒神, Kurokami: Tora to Tsubasa, Black God",1
Kurokami The Animation,https://gogocdn.net/images/anime/K/Kurokami.jpg,Plot Summary: ,"action, martial-arts, super-power",2009,Completed,"Black God, 黒神 The Animation",23
Kurokami The Animation Special,https://gogocdn.net/images/anime/K/Kurokami.jpg,Plot Summary: ,"action, martial-arts, seinen, super-power",2009,Completed,"黒神, Kurokami: Tora to Tsubasa, Kurokami OVA",1
Kuroko no Baske,https://gogocdn.net/images/anime/K/Kuroko-no-Basuke.jpg,Plot Summary: ,"comedy, school, shounen, sports",2012,Completed,"黒子のバスケ, Kuroko no Basket",25
Kuroko no Baske NG-shuu Special,https://gogocdn.net/images/anime/K/Kuroko-no-Basuke.jpg,Plot Summary: ,"comedy, school, shounen, sports",2012,Completed,黒子のバスケNG集,9
Kuroko no Baske: Oshaberi Shiyokka,https://gogocdn.net/images/anime/K/Kuroko-no-Basuke.jpg,Plot Summary: ,"comedy, school, shounen, sports",2012,Completed,黒子のバスケ お喋りしよっか,1
Kuroko no Basket (Dub),https://gogocdn.net/cover/kuroko-no-basket-dub.png,Plot Summary: ,"comedy, school, shounen, sports",2012,Completed,"Kuroko's Basketball, 黒子のバスケ",25
Kuroko no Basket 2nd Season (Dub),https://gogocdn.net/cover/kuroko-no-basket-2nd-season-dub.png,Plot Summary: ,"comedy, school, shounen, sports",2013,Completed,"Kuroko's Basketball 2,",25
Kuroko no Basket 2nd Season NG-shuu,https://gogocdn.net/cover/kuroko-no-basket-2nd-season-ng-shuu.png,Plot Summary: ,"comedy, sports",2014,Completed,黒子のバスケNG集,9
Kuroko no Basket 3rd Season,https://gogocdn.net/images/upload/68299.jpg,Plot Summary: ,"comedy, school, shounen, sports",2015,Completed,黒子のバスケ,25
